review_id,reviewer,stars,date,text
ChZDSUhNMG9nS0VJQ0FnSURqd1B5OEtBEAE,Jalisa Joann,5 stars,a year ago,"Food and service were great. Only thing the  drink had way too much ice which means there wasn’t much lemonade. Service Take out Meal type Lunch Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUNqdTd2d0tREAE,DareDevil,5 stars,a year ago,"First order online b4 you get here then drive thur go to the number and buzz Price per person $10–20 Food: 5 Service: 5 Atmosphere: 4

Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 4"
ChZDSUhNMG9nS0VJQ0FnSUNqbThMMU13EAE,Julie Wege-Diaz,2 stars,a year ago,"Inefficient process.

If you're a walk up, orders take longer than advertised. You may not receive the text your order is ready, so you have to check with them to see if your food is just sitting there getting cold.

There's a one lane, one way driveway so if you have multiple people in your car ordering from different places, you'll want to walk up to each window so you don't have to drive around the block to get back in the driveway waiting for your friend's order to be ready

I think the only way this place is worth it is to order ahead for pick up. Service Take out Meal type Dinner Price per person $10–20 Food: 3 Service: 2 Atmosphere: 2 Recommendation for vegetarians Somewhat recommend

Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 3
Service: 2
Atmosphere: 2
Recommendation for vegetarians: Somewhat recommend"
ChZDSUhNMG9nS0VJQ0FnSUNqNWZEbEhnEAE,Shannon Schomburg,4 stars,a year ago,"Service: Take out
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 4"
ChdDSUhNMG9nS0VJQ0FnSUNqdnQtOTFnRRAB,Karen Diaz,5 stars,a year ago,
ChdDSUhNMG9nS0VJQ0FnSUNqeHNLQm9nRRAB,Chad Berkeley,5 stars,a year ago,"Ordered a Philly Cheesesteak and it was massive. Really good choice. Also had the garlic fries. They are big enough for three people! Service Take out Meal type Lunch Price per person $20–30 Food: 5 Service: 5 Atmosphere: 3

Service: Take out
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 3"
ChdDSUhNMG9nS0VJQ0FnSURENzkzbS1RRRAB,Yes C.,1 star,a year ago,Despicable food 🤢 Ordered on UE and was highly disappointed. …
ChdDSUhNMG9nS0VJQ0FnSURELS03eW1BRRAB,Bethany Fox,5 stars,a year ago,"It's a really convenient place to get takeout, especially if you and others in your household want different types of food. Easy ordering and easy pickup. Service Take out Meal type Lunch Price per person $10–20 Food: 4 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 4
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNlOFlTei13RRAB,Jaja Brown,5 stars,Edited a year ago,"My experience was very satisfying, the food was great, and the server was polite. Service Take out Meal type Lunch Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUREay0ydGl3RRAB,Ignacio Amezquita,5 stars,a year ago,"Service: Take out
Meal type: Dinner
Price per person: $30–50
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURENDZ1WENnEAE,Frankie,5 stars,a year ago,"Closest thing to Detroit style pizza in Los Angeles! I am a native detroiter! Food: 5 Service: 5

Food: 5
Service: 5"
ChZDSUhNMG9nS0VJQ0FnSUREeFpLS1RBEAE,Marco Nava,5 stars,a year ago,"Tbh… I love how quick and yummy the food is. I appreciate it is local and the price is affordable. Service Take out Meal type Dinner Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUREX0txWnhBRRAB,Kenny Garcia,5 stars,a year ago,"Service: Take out
Meal type: Lunch
Price per person: $30–50
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNEb1pMZHhRRRAB,Ricky Mitchell,5 stars,a year ago,"DPD is consistently delivering delciousness Service Take out Meal type Dinner Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUQ5cy1xTFR3EAE,Gustavo Villavelazquez,5 stars,a year ago,"Great service the gentleman at the checkin was very knowledgeable and very helpful on the process of placing orders and picking up. Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUM5dE9ERWpBRRAB,sindhu bhuvanagiri,5 stars,Edited a year ago,"Great pizza! Ordered the vegan v-8.. absolutely loved it. Meal type Dinner Food: 5 Service: 5 Atmosphere: 4 Dietary restrictions Vegan

Meal type: Dinner
Food: 5
Service: 5
Atmosphere: 4
Dietary restrictions: Vegan"
ChZDSUhNMG9nS0VJQ0FnSUQ5cnZuT1RBEAE,Mark Fernandez,5 stars,a year ago,"On time. To my order. Hot and delicious. Service Take out Meal type Lunch Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUQ5LUlTVUxREAE,Amy Lapides,5 stars,a year ago,"This was my first experience with Grand Food Depot and it was fantastic! I wish I knew about this sooner, it’s totally hidden and unexpected. I ordered from Vietnamese Delight, it was super easy, the food was great, the service was friendly. I can’t wait to try out the other restaurants! Service Take out Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5 Recommendation for vegetarians Highly recommend Vegetarian options I got the plain pho noodles and broth, then added tofu, mushrooms, and broccoli. Also ordered the tofu fresh spring rolls. Both were delicious!

Service: Take out
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5
Recommendation for vegetarians: Highly recommend
Vegetarian options: I got the plain pho noodles and broth, then added tofu, mushrooms, and broccoli. Also ordered the tofu fresh spring rolls. Both were delicious!"
ChdDSUhNMG9nS0VJQ0FnSUM5MS1tUHRRRRAB,Sean Trujillo,4 stars,a year ago,"Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 4
Service: 5
Atmosphere: 4
Recommended dishes
Recommendation for vegetarians: Somewhat recommend
Vegetarian offerings: Vegetarian menu or section"
ChZDSUhNMG9nS0VJQ0FnSUM5bklqckd3EAE,Benedetto Marco De Matteo,5 stars,a year ago,"Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUM5MUotY1dBEAE,Daniel Bray,4 stars,a year ago,"I found this place by accident while looking for free parking near USC. Decided to give it a try. Really cool concept. Ordered a cheese steak. Waiting about 8 minutes in the lot before I got a text that my food was ready. Pull up through the alley to the vendor and grabbed my food. Cheese steak was middle of the road (my car still smells like it two days later). I’d like to see this concept rolled out in more places. Great idea Service Take out Meal type Lunch Price per person $10–20 Food: 4 Service: 5 Atmosphere: 4

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 4
Service: 5
Atmosphere: 4"
ChdDSUhNMG9nS0VJQ0FnSUM5MVA3Um9RRRAB,Amira Gay,5 stars,a year ago,"4th time ordering and they do not disappoint. Thanks for the vegan option. 😍 Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUM5eVBHckpREAE,Skyla Nava (La),5 stars,a year ago,"I really love going to this little shop. It’s close to my work, it’s cheaper than expected, and the food is good! The service is great as well. They recognize me from my past orders and offer me free drinks and always thank me for ordering. The banh mi’s are pretty good and they have a lunch special for only $10! Would recommend! It’s also very quick within 10 minutes of me ordering it’s ready! Service Take out Meal type Lunch Price per person $10–20 Food: 5 Service: 5 Atmosphere: 4 Parking space Difficult to find parking Parking options Free street parking Parking It’s a drive through food depot so it’s different find parking and sit down and eat. It’s designed to be a pick up place.

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 4
Parking space: Difficult to find parking
Parking options: Free street parking
Parking: It’s a drive through food depot so it’s different find parking and sit down and eat. It’s designed to be a pick up place."
ChZDSUhNMG9nS0VJQ0FnSUM5b042WUdnEAE,Terrynce Rucker,5 stars,a year ago,"Happened to stumble upon this place and it was well worth it. Will be back for another slice….or four. Service Dine in Food: 5 Service: 5 Atmosphere: 5

Service: Dine in
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUM5d0ltbUZnEAE,Mario Contreras,5 stars,a year ago,"Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSURkdjhlRnFBRRAB,Bang Em' BREAZO,5 stars,a year ago,"This place was dope.. Random find, so many options, quick service, pre order before you go.. Service Take out Meal type Other Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Other
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURkNzl1bGRnEAE,kevin tran,5 stars,a year ago,"Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes"
ChdDSUhNMG9nS0VJQ0FnSURkMUxtRXlBRRAB,Ahmed Med khadar,5 stars,a year ago,"Good Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNkcy1uOXVnRRAB,Clinton Oie,5 stars,a year ago,"Delicious Detroit style pizza- always a winner! Food: 5 Service: 5

Food: 5
Service: 5"
ChdDSUhNMG9nS0VJQ0FnSUNkOVk3SV9BRRAB,GEORGE AGBAN,5 stars,a year ago,"I loved the food so much , definitely it will not be my last time Service Delivery Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Service: Delivery
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUNkcU1LcFVREAE,F. Jones,4 stars,a year ago,"Drive thru experience.... Order online or in the front. My time experience something like this. Fast and easy. Food was good. I had the morningside cookie and cream waffle Service Take out Meal type Breakfast Price per person $10–20 Food: 4 Service: 5 Atmosphere: 4 Recommended dishes Recommendation for vegetarians Somewhat recommend Vegetarian offerings Vegetarian menu or section Parking space Plenty of parking Parking options Free parking lot, Free street parking

Service: Take out
Meal type: Breakfast
Price per person: $10–20
Food: 4
Service: 5
Atmosphere: 4
Recommended dishes
Recommendation for vegetarians: Somewhat recommend
Vegetarian offerings: Vegetarian menu or section
Parking space: Plenty of parking
Parking options: Free parking lot, Free street parking"
ChdDSUhNMG9nS0VJQ0FnSUR0aTl5VXd3RRAB,Tray D,5 stars,a year ago,"Price per person: $10–20
Food: 5
Service: 4
Atmosphere: 4"
ChZDSUhNMG9nS0VJQ0FnSUN0MG9fX1hBEAE,Kayla Sanchez,5 stars,Edited a year ago,"Detroit pizza depot is the best pizza I’ve ever had ! It’s so fresh and everything taste like its home made ! Taste so amazing! I never get tired of ordering it Service Take out Meal type Dinner Price per person $30–50 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Dinner
Price per person: $30–50
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUN0dHF6djJRRRAB,HellaEllaRose,5 stars,a year ago,"Very unique place with a lot of options! Detroit Pizza Depot in particular has really amazing pizza that I highly recommend. Very cheesey with a lot of possible toppings. Service Take out Meal type Dinner Price per person $50–100 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Dinner
Price per person: $50–100
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUN0bXBmNzR3RRAB,Randy Abulon,4 stars,a year ago,"there's no seating or amenities for eating at the location. so the atmosphere was 'ok'.

there are several vendors at this location, as it's more geared towards the food delivery services than the walk up customers.

i ordered a pastrami philly cheesesteak sandwich, and the pastrami was very tasty. the sliced steak seemed a little over seasoned but was still good. would recommend trying one of the cheeses versus their cheese whiz, just as a balance for their version. both meats were very juicy and tender though, as the bread was soaking it up.

the size was good, so portion wise was excellent. I'll add this to my list to try the other sandwiches here. i just need to try the other menus at this location first. Service Take out Meal type Lunch Price per person $10–20 Food: 4 Service: 4 Atmosphere: 3

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 4
Service: 4
Atmosphere: 3"
ChdDSUhNMG9nS0VJQ0FnSUN0X0tHZnpBRRAB,Joshua Willingham,5 stars,a year ago,"Although I was craving my preach cobbler waffle,  the owner made sure to take care of me; with a fire churro waffle,  it was a hit back at the house! Much appreciated bro that waffle was smacking 😋 👌 🙌 💯 Service Take out Meal type Breakfast Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes Shrimp Tacos Topped with Bacon Cheese and Secret Sauce, Phat Si-Io

Service: Take out
Meal type: Breakfast
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes: Shrimp Tacos Topped with Bacon Cheese and Secret Sauce, Phat Si-Io"
ChZDSUhNMG9nS0VJQ0FnSURaX3Npd1dBEAE,강주훈,5 stars,Edited a year ago,"Service: Take out
Meal type: Dinner
Price per person: $30–50
Food: 5
Service: 1
Atmosphere: 1
Parking space: Somewhat difficult to find parking
Parking options: Free parking lot"
ChZDSUhNMG9nS0VJQ0FnSUROd0tmWk13EAE,Heejung Yoon,1 star,a year ago,"Love all the vendors but The drive through order system is just ridiculous And still can’t understand after multiple times visits Won’t comeback Will just go to the strorefronts with regular parking lots Service Take out Price per person $20–30 Food: 5 Service: 1 Atmosphere: 1

Service: Take out
Price per person: $20–30
Food: 5
Service: 1
Atmosphere: 1"
ChZDSUhNMG9nS0VJQ0FnSUNObE55akRnEAE,KedaSings,5 stars,a year ago,"Service: Take out
Meal type: Brunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 3"
ChdDSUhNMG9nS0VJQ0FnSUMxNDlXMjZ3RRAB,Alissa Ramirez,5 stars,a year ago,"The food was delicious, I ordered a 16 piece family meal pack, strawberry lemonade, and the honey smothered chicken sandwich everything was delicious. Service Take out Meal type Lunch Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUMxNll1WHZBRRAB,YOUR DO,5 stars,a year ago,"Yum! Yum!  Loved driving thru for this delish Detroit Style Pizza Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUMxOGFHWnBBRRAB,Michael Carthan,5 stars,a year ago,"Service: Take out
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 2"
ChZDSUhNMG9nS0VJQ0FnSUMxZ0lfOVlnEAE,Carla Morow,5 stars,a year ago,"Perfect for on the go. Service Take out Meal type Dinner Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes

Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes"
ChdDSUhNMG9nS0VJQ0FnSUMxZ0xmYnBnRRAB,David Huesca,5 stars,a year ago,"Food was delicious and quick. No sit down dining so perfect for those on the go. Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSURWXzctYm1BRRAB,courtland wilson II,4 stars,a year ago,"Service: Take out
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURWdHZuWVd3EAE,Kavita Baliga,4 stars,a year ago,"Had spicy beef pho from the Vietnamese place and it was SO good. Just wish there was a dine-in patio. Service Take out Meal type Lunch Price per person $10–20 Food: 5 Service: 5 Atmosphere: 2

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 2"
ChZDSUhNMG9nS0VJQ0FnSURWb3BHclB3EAE,junior one,5 stars,a year ago,"Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes
Parking space: Plenty of parking
Parking options: Free street parking"
ChdDSUhNMG9nS0VJQ0FnSUNGNjd5eGlnRRAB,Eric,5 stars,2023-01-01,"Drive thru with plenty options. Great place. I had Monty’s and their chicken and waffle combo is amazing. Would like to see more places Service Take out Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNGcmFIVmtBRRAB,Vincent P,5 stars,2023-01-01,"Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNGLWZYOTlBRRAB,Gabriela Raya-Lopez,5 stars,2023-01-01,"This was the first time getting Monty’s chicken, since we are from out of town. Decided to try it out since we were in the area. Let me tell you, everything from the food, to the service and wait time was amazing! The chicken and waffles was by far one of the best I have tasted. I highly recommend supporting these small businesses! Service Take out Meal type Lunch Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5

Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUM1aTd2a3dnRRAB,A Jackson,5 stars,2023-01-01,"Service: Take out
Meal type: Dinner
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUM1c2U2R0xnEAE,Haider Faris,5 stars,2023-01-01,"Amazing pizza Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUM1bXFQZ1JBEAE,Laura Diaz,5 stars,2023-01-01,"Service: Take out
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes
Parking space: Somewhat difficult to find parking
Parking options: Free street parking"
ChdDSUhNMG9nS0VJQ0FnSUM1b3BMc2xnRRAB,Melody Canady,4 stars,2023-01-01,"Cool place. Really good food. Service Take out Meal type Dinner Price per person $30–50 Food: 5 Service: 5 Atmosphere: 4

Service: Take out
Meal type: Dinner
Price per person: $30–50
Food: 5
Service: 5
Atmosphere: 4"
ChdDSUhNMG9nS0VJQ0FnSURadjlEUDRBRRAB,Mark Stuart,5 stars,2023-01-01,"Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURaNGZEU1NBEAE,Zak Poole,5 stars,2023-01-01,"Friendly staff and convenient drive thru.

Excellent variety of tastes and flavors from different kitchens, all worth a try! More"
ChdDSUhNMG9nS0VJQ0FnSURadVBPSXZnRRAB,Christian Ivan Zacarias Ramirez,5 stars,2023-01-01,"Excellent Atmosphere: 5

Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSURaeUpubXJBRRAB,lidia ley,5 stars,2023-01-01,"The dish I recommend is not on your list, but the Philly Cheese Steak sandwich with mushrooms is out of the world! Fantastic! More"
ChZDSUhNMG9nS0VJQ0FnSUNacjhhTmFnEAE,stephanie,4 stars,2023-01-01,Service: Take out…
ChdDSUhNMG9nS0VJQ0FnSUNaaWFYQTVnRRAB,Nadine Curry,2 stars,2023-01-01,"We drove up to order, was told to get off the drive thru lane and order online. Had to find street parking and wait over 20 minutes. Signs weren’t clear on where pick up was. Condescending vibes from entrance staff. Portions were average … More"
ChdDSUhNMG9nS0VJQ0FnSUNabE5xRy1RRRAB,Heidi Liou,5 stars,2023-01-01,"If you’re going to order directly and physically come here (vs using Uber eats for example), make sure you order ahead. Highly recommend Brady’s Bakery for delicious cookies! We just got the cookies to go rather than the “made to order” cookies since we didn’t want to wait longer. More"
ChdDSUhNMG9nS0VJQ0FnSURwbjdEMTNnRRAB,Bill Sharp,1 star,2023-01-01,Extremely rude and hostile guy working in the drive thru check in box around 6pm today. Eating his food and talking over customers. Got angry that I couldn’t pronounce a name on my DoorDash order. My first time there picking up an order and … More
ChdDSUhNMG9nS0VJQ0FnSURwaVpuT2tRRRAB,jo c,3 stars,2023-01-01,
ChdDSUhNMG9nS0VJQ0FnSURwLXZXN3FRRRAB,Oliver Smith,4 stars,2023-01-01,"Interesting place. You order online and then go through the drive thru and pick up what you ordered. They have multiple 'restaurants' on location so you have a lot of options to choose from. However when ordering, you can only order from … More"
ChdDSUhNMG9nS0VJQ0FnSUNwaGZIWmh3RRAB,Valeria Alvaro,5 stars,2023-01-01,The place Figueroa Philly Cheese Steak had amazing service and great food definitely recommend it and lady at door K05 was very very helpful and nice. More
