aspect,sentiment,head_noun,tfidf_sum,freq,phrase
environment,pos,vibe,0.5144957554275265,3,cozy_ambiance
environment,pos,overall,0.34299717028501764,2,overall_experience
environment,pos,recommend,0.34299717028501764,2,highly_recommend_place
environment,pos,wonderful,0.34299717028501764,2,wonderful_experience
price,pos,lot,0.5773502691896258,2,spend_lot
service,neg,issue,0.5345224838248488,2,alarming_issue
service,pos,service,1.5652475842498532,14,great_service
service,pos,great,0.4472135954999579,4,great_experience
service,pos,friendly_staff,0.33541019662496846,3,friendly_staff
service,pos,highly_recommend,0.33541019662496846,3,highly_recommend
service,pos,forward,0.22360679774997896,2,look_forward
taste,neg,handroll,0.5897678246195885,4,solid_handroll
taste,neg,blue_crab,0.4423258684646914,3,blue_crab
taste,neg,fish,0.4423258684646914,3,decent_fish
taste,neg,spicy_tuna,0.4423258684646914,3,spicy_tuna
taste,neg,shell,0.29488391230979427,2,soft_shell
taste,pos,handroll,1.3947389951443903,54,good_handroll
taste,pos,appetizer,0.28411349901089433,11,absolutely_delicious_appetizer
taste,pos,food,0.2066279992806504,8,delicious_food
taste,pos,crispy_rice,0.10331399964032521,4,crispy_rice
taste,pos,meal,0.10331399964032521,4,amazing_meal
waiting_time,neg,time,1.2649110640673518,4,wait_hour
waiting_time,pos,quickly,0.7276068751089989,3,come_quickly
waiting_time,pos,time,0.7276068751089989,3,pretty_fast_minute
