aspect,sentiment,head_noun,tfidf_sum,freq,phrase
environment,neg,allergy,0.4588314677411235,2,convey_allergy
environment,neg,baby,0.22941573387056174,1,old_baby
environment,neg,beat,0.22941573387056174,1,not_truly_beat_place
environment,neg,dangle,0.22941573387056174,1,uncomfortably_dangle
environment,neg,din,0.22941573387056174,1,recently_din
environment,pos,list,0.3849001794597505,2,exhaustive_list
environment,pos,space,0.3849001794597505,2,inviting_space
environment,pos,vibe,0.3849001794597505,2,chill_vibe
environment,pos,array,0.19245008972987526,1,wide_array
environment,pos,beautiful,0.19245008972987526,1,beautiful_place
price,neg,fee,0.8164965809277261,2,additional_fee
price,neg,bar,0.4082482904638631,1,tiny_bar
price,neg,confident,0.4082482904638631,1,not_feel_confident
price,neg,group,0.4082482904638631,1,small_group
price,neg,stool,0.4082482904638631,1,small_stool
price,pos,look,0.30151134457776363,1,spicy_look
price,pos,lot,0.30151134457776363,1,spend_lot
price,pos,mute,0.30151134457776363,1,feel_muted
price,pos,nearby,0.30151134457776363,1,nearby_shop
price,pos,pile,0.30151134457776363,1,generously_pile
service,neg,leave,0.47140452079103173,2,not_leave
service,neg,return,0.47140452079103173,2,not_return
service,neg,care,0.23570226039551587,1,not_care
service,neg,confuse,0.23570226039551587,1,honestly_confuse
service,neg,customer,0.23570226039551587,1,poor_customer
service,pos,service,1.6590301240125063,17,great_service
service,pos,great,0.48795003647426666,5,great_experience
service,pos,come,0.29277002188455997,3,definitely_come
service,pos,friendly_staff,0.29277002188455997,3,super_friendly_staff
service,pos,highly_recommend,0.29277002188455997,3,highly_recommend
taste,neg,fish,0.5443310539518174,4,different_fish
taste,neg,albacore,0.2721655269759087,2,spicy_albacore
taste,neg,crazy,0.2721655269759087,2,not_handroll_crazy
taste,neg,mayo,0.2721655269759087,2,not_use_mayo
taste,neg,shell,0.2721655269759087,2,soft_shell
taste,pos,handroll,1.3311471811277584,52,delicious_handroll
taste,pos,appetizer,0.28158882677702585,11,absolutely_delicious_appetizer
taste,pos,sushi,0.15359390551474136,6,favorite_sushi
taste,pos,crispy_rice,0.12799492126228446,5,spicy_albacore_crispy_rice
taste,pos,beer,0.10239593700982758,4,japanese_beer
waiting_time,neg,time,1.25,5,wait_hour
waiting_time,neg,rush,0.75,3,feel_rushed
waiting_time,neg,busy,0.25,1,busy_area
waiting_time,neg,far,0.25,1,try_far
waiting_time,neg,order,0.25,1,mix_order
waiting_time,pos,quickly,0.8017837257372732,3,come_quickly
waiting_time,pos,audience,0.2672612419124244,1,broad_audience
waiting_time,pos,far,0.2672612419124244,1,enhance_far
waiting_time,pos,fast_service,0.2672612419124244,1,fast_service
waiting_time,pos,hear,0.2672612419124244,1,hear_thing
