aspect,sentiment,phrase,tfidf_sum,freq
environment,neg,bad_ecause,0.2672612419124244,1
environment,neg,black_guy,0.2672612419124244,1
environment,neg,consistent_loudness,0.2672612419124244,1
environment,neg,disappointing_sign,0.2672612419124244,1
environment,neg,high_number,0.2672612419124244,1
environment,pos,pretty_good,0.30151134457776363,2
environment,pos,available_seating,0.15075567228888181,1
environment,pos,big_spoon,0.15075567228888181,1
environment,pos,clean_seating,0.15075567228888181,1
environment,pos,comfortable_plenty,0.15075567228888181,1
price,neg,cody_chesnutt,0.3333333333333333,1
price,neg,different_price,0.3333333333333333,1
price,neg,double_charge,0.3333333333333333,1
price,neg,extra_charge,0.3333333333333333,1
price,neg,little_bit,0.3333333333333333,1
price,pos,quite_good,0.5,2
price,pos,big_portion,0.25,1
price,pos,grab_americano,0.25,1
price,pos,great_option,0.25,1
price,pos,just_order,0.25,1
service,neg,extremely_rude,0.3287979746107146,2
service,neg,walk_away,0.3287979746107146,2
service,neg,appalling_behavior,0.1643989873053573,1
service,neg,bad_service,0.1643989873053573,1
service,neg,completely_understand,0.1643989873053573,1
service,pos,friendly_staff,0.45226701686664544,3
service,pos,definitely_recommend,0.30151134457776363,2
service,pos,fast_service,0.30151134457776363,2
service,pos,active_college,0.15075567228888181,1
service,pos,ask_cashier,0.15075567228888181,1
taste,neg,completely_overshadow,0.2773500981126146,1
taste,neg,just_suck,0.2773500981126146,1
taste,neg,not_delicious_pastry,0.2773500981126146,1
taste,neg,not_sweeten,0.2773500981126146,1
taste,neg,not_worth_food,0.2773500981126146,1
taste,pos,cafe_dulce,0.3849001794597505,6
taste,pos,good_matcha,0.3849001794597505,6
taste,pos,good_coffee,0.25660011963983365,4
taste,pos,good_food,0.19245008972987526,3
taste,pos,green_tea,0.19245008972987526,3
waiting_time,neg,long_line,0.6859943405700353,4
waiting_time,neg,busy_breakfast,0.17149858514250882,1
waiting_time,neg,busy_shift,0.17149858514250882,1
waiting_time,neg,busy_shop,0.17149858514250882,1
waiting_time,neg,expect_line,0.17149858514250882,1
waiting_time,pos,awesome_st_time,0.4082482904638631,1
waiting_time,pos,come_fast,0.4082482904638631,1
waiting_time,pos,come_pre,0.4082482904638631,1
waiting_time,pos,save_headache,0.4082482904638631,1
waiting_time,pos,short_line,0.4082482904638631,1
