aspect,sentiment,phrase,tfidf_sum,freq,hybrid_score
environment,neg,high_level,0.4120816918460671,3,0.7137464271463296
environment,neg,limited_parking,0.4120816918460671,3,0.7137464271463296
environment,pos,beautifully_present,0.47193990372426947,7,1.2486356190221826
environment,pos,amazing_place,0.20225995873897262,3,0.35032452487268534
environment,pos,absolute_gem,0.13483997249264842,2,0.19069251784911848
environment,pos,absolute_standout,0.13483997249264842,2,0.19069251784911848
environment,pos,catch_eye,0.13483997249264842,2,0.19069251784911848
price,neg,not_sure,0.4082482904638631,2,0.5773502691896258
price,neg,pro_tip,0.4082482904638631,2,0.5773502691896258
price,pos,affordable_price,0.30323921743156135,4,0.6064784348631227
price,pos,worth_wait,0.30323921743156135,4,0.6064784348631227
price,pos,absolutely_worth,0.227429413073671,3,0.39391929857916763
price,pos,affordable_michelin,0.227429413073671,3,0.39391929857916763
price,pos,definitely_worth,0.227429413073671,3,0.39391929857916763
service,neg,bad_service,0.32025630761017426,2,0.4529108136578383
service,pos,highly_recommend,0.7652825429329537,21,3.5069651810185527
service,pos,great_service,0.21865215512370106,6,0.535586211212942
service,pos,not_disappoint,0.21865215512370106,6,0.535586211212942
service,pos,blow_away,0.1457681034158007,4,0.2915362068316014
service,pos,filete_al,0.10932607756185053,3,0.1893583209293409
taste,neg,raw_scallop,0.2519763153394848,2,0.3563483225498992
taste,pos,kanpachi_taco,0.3090116233045482,20,1.381941991093056
taste,pos,fresh_seafood,0.29356104213932077,19,1.2796029164457845
taste,pos,amazing_food,0.26265987980886596,17,1.082974428063994
taste,pos,good_seafood,0.20085755514795633,13,0.7242022141502925
taste,pos,great_food,0.20085755514795633,13,0.7242022141502925
waiting_time,neg,long_line,0.8006407690254357,20,3.580574370197165
waiting_time,neg,long_wait,0.44035242296398963,11,1.4604837624954345
waiting_time,neg,avoid_line,0.12009611535381534,3,0.2080125735844609
waiting_time,neg,wait_minute,0.12009611535381534,3,0.2080125735844609
waiting_time,neg,wait_time,0.12009611535381534,3,0.2080125735844609
waiting_time,pos,fast_service,0.6681531047810609,5,1.494035761667992
waiting_time,pos,small_wait,0.2672612419124244,2,0.37796447300922725
