review_id,reviewer,stars,date,text
ChZDSUhNMG9nS0VJQ0FnSUQ3LUlDQ0ZnEAE,Sherry,1 star,Edited a year ago,"I had their mutton thali and it was the worst thali I ever had in my life.It was overpriced and the thali had only 3 piece of meat and the quality of the rice was also very bad it was like we were chewing plastic.

Replied to owners reply : first try to be professional you cant say dont come back to customer just because we made you realise how deep is your restaurant. Try to focus on improving, instead of losing a customer. Literally your food sucks. Rice was like a chewing plastic and thats the fact. I guess we expected more from a nepali restaurant. Dont give the bad quality food and spoil the image of Nepali thali for saving few bucks. I suggest you try some nepali food from texas DFW and get inspired. Aba ofcourse khana nai 5-6 chamchi jati diyesi 3-4 choti thapi halxa ni. Good luck never coming again.

Re reply: Nothing to say, afno image ra customer interaction kasto cha vanera afai public platform ma proof garirakhnu vayeko cha. Feri pani not only me jo koi pani ekchoti tya gayesi they never gonna come back dont worry.  With due respect,
Just wanna say again, please dont ruin the image of Nepali Thali in foreign land to save few bucks 😭 Service Dine in Food: 1 Service: 4 Atmosphere: 3

Service: Dine in
Food: 1
Service: 4
Atmosphere: 3"
ChdDSUhNMG9nS0VJQ0FnSUNILXN2eXFnRRAB,Vaarun Myakal,5 stars,a year ago,"This is my favorite indian cuisine restaurant in LA. The paneer butter masala is so yummy with the garlic naan. I try to come here once a month and pretty much order the same item. The service is pretty quick too so can't complain at all. Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSURidGFmSllnEAE,Partha Dey,3 stars,a year ago,"Food: 3
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNidUtPLWpRRRAB,Shruti Kulkarni,5 stars,a year ago,"Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSUNyNTh1dml3RRAB,Surendra Dhital,5 stars,a year ago,"Service: Dine in
Meal type: Lunch
Price per person: $50–100
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes
Dietary restrictions: Not quite sure
Parking space: Plenty of parking
Parking options: Free parking lot
Parking: Not too much"
ChdDSUhNMG9nS0VJQ0FnSURMeXB5bXBBRRAB,Karishma Lama,5 stars,a year ago,"Great service with delicious food..Server  Abishek  is really nice..and done excellent service.. We love the way of serving food ..with alot of parking space too .. Service Dine in Food: 5 Service: 5 Atmosphere: 5

Service: Dine in
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUR6M2Yza0tBEAE,Garrett Stoll,5 stars,a year ago,"Service: Dine in
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes: Garlic Naan, Chicken Tikka"
ChZDSUhNMG9nS0VJQ0FnSUR6bmZmQVlBEAE,Sandip Hodkhasa,5 stars,a year ago,"It's a very nice quiet place.
We went there on a Sunday.
We totally loved their garlic naan. I hope they maintain their style. Its totally amazing. Everything else was good. Not bad. Would go back again. Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChdDSUhNMG9nS0VJQ0FnSURUeE5yb2tBRRAB,Jeff Liwag,4 stars,a year ago,"Great, tasty Indian/Nepalese food. We ordered the chicken fried rice, chicken tikka masala, and garlic naan - they were all scrumptious and hit the spot. I asked for medium level spiciness and they nailed it. The garlic naan is made in house, from scratch and it was the most delicious garlic naan (or any naan for that matter) I've ever had. The service is great too. I wish they'd get more customers because they deserve it. Service Dine in Meal type Lunch Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes Garlic Naan, Chicken Tikka

Service: Dine in
Meal type: Lunch
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes: Garlic Naan, Chicken Tikka"
ChZDSUhNMG9nS0VJQ0FnSUNqeWNXOVZBEAE,Yegane Moghaddam,4 stars,Edited a year ago,"Very clean and peaceful. I only tried few food, but enjoyed it because I love Indian food."
ChdDSUhNMG9nS0VJQ0FnSUREcDVpOXlnRRAB,Milca Orozco Torres,5 stars,a year ago,"Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUQ5b0o3S2FREAE,mahmod abass,2 stars,a year ago,"Food: 2
Service: 2"
ChZDSUhNMG9nS0VJQ0FnSUN0MDdqOWRBEAE,veronica angulo,4 stars,a year ago,"Service: Take out
Meal type: Dinner
Price per person: $30–50
Food: 4
Service: 4
Atmosphere: 4
Parking space: Plenty of parking
Parking options: Free parking lot"
ChdDSUhNMG9nS0VJQ0FnSUROZ2ZfS3VnRRAB,Annika,5 stars,a year ago,"Service: Dine in
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 3
Recommendation for vegetarians: Highly recommend
Vegetarian offerings: Large vegetarian selection
Parking space: Somewhat difficult to find parking
Parking options: Free parking lot"
ChdDSUhNMG9nS0VJQ0FnSUNOdnY3ZzdBRRAB,Shashank Kaushik,5 stars,a year ago,"Lovely hot and delicious food,
Ordered mutton/lamb curry and chicken Karachi lip smacking tasty
Naan was also very fresh tasty and had the tandoor charcoal taste

Lastly the washroom was also clean and smelled great Service Dine in Meal type Lunch Price per person $10–20 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes Cinrata Ko Masu Shrimp Curry, Orange Chicken

Service: Dine in
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes: Cinrata Ko Masu Shrimp Curry, Orange Chicken"
ChdDSUhNMG9nS0VJQ0FnSUNOM3VxbjJRRRAB,kathya marentes,5 stars,a year ago,"Service: Dine in
Meal type: Brunch
Price per person: $50–100
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes: Vegetable Thali"
ChZDSUhNMG9nS0VJQ0FnSUNONW9hWGJnEAE,Mishek Thapa,5 stars,a year ago,"Super tasty, especially after a day on the slopes🤩 Service Dine in Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5

Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5"
ChZDSUhNMG9nS0VJQ0FnSUNOeHBLSFVBEAE,David Valentine,3 stars,a year ago,
ChZDSUhNMG9nS0VJQ0FnSUMxeE1xLVh3EAE,Davi Fouad,5 stars,a year ago,"Forget anything you know about food and come to this place RIGHT NOW. I just had an amazing meal for lunch. Nepali pasta, simply unique. Never had anything like it. You must not like food if you don’t try this.

The place is also very welcoming and the staff are friendly.

Just a great experience overall! Food: 5 Service: 5 Atmosphere: 5

Food: 5
Service: 5
Atmosphere: 5"
ChRDSUhNMG9nS0VJQ0FnSURWbnVsMhAB,Tanmay Rode,5 stars,a year ago,
ChdDSUhNMG9nS0VJQ0FnSUNscXNlNzNBRRAB,Kashish Madan,5 stars,2023-01-01,"Service: Take out
Meal type: Dinner
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes
Recommendation for vegetarians: Highly recommend
Vegetarian offerings: Vegetarian menu or section
Parking space: Plenty of parking"
ChZDSUhNMG9nS0VJQ0FnSUNsbk1pVVhnEAE,sofiya shrestha,5 stars,2023-01-01,"The food was so tasty and owners were so friendly and hospitable. Love the ambience and everything ❤ Meal type Lunch Food: 5 Service: 5 Atmosphere: 5 Recommended dishes

Meal type: Lunch
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes"
ChZDSUhNMG9nS0VJQ0FnSUNsNk9Ud1lnEAE,Paul K,5 stars,2023-01-01,"Have taken chicken tikka masala thali no spicy and still curry. Excellent taste! Butter-creamy with fresh chicken breast pieces. Rice was cooked also excellent. I’d consider my portion as small then I expected, but the server gave me extra rice as a compliment. Will get back for trying something else. Service Dine in Meal type Lunch Price per person $10–20 Food: 5 Service: 5 Atmosphere: 4 Recommended dishes Vegetable Thali Parking Parking during the weekend might be busy.

Service: Dine in
Meal type: Lunch
Price per person: $10–20
Food: 5
Service: 5
Atmosphere: 4
Recommended dishes: Vegetable Thali
Parking: Parking during the weekend might be busy."
ChdDSUhNMG9nS0VJQ0FnSURGOW8zVml3RRAB,Suchi Shrestha,3 stars,2023-01-01,"I ordered momos chowmein pokhreli chicken rice and nepali pickle
Momo were good there were 6 pieces I wish I could get entree size while online order but its okay  veg chowmein really good we enjoyed
I ordered rice quantity was really low very sad about it and pokhreli chicken was I don’t know what was it i felt like i m eating tandoori chicken with onion tomato gravy
And nepali pickle - its  canned mix pickle  its not nepali its panchrangi pickle very sad and disappointed Service Delivery Meal type Dinner Price per person $50–100 Food: 3

Service: Delivery
Meal type: Dinner
Price per person: $50–100
Food: 3"
ChdDSUhNMG9nS0VJQ0FnSURadTUyYXJBRRAB,Garima Chauhan,5 stars,2023-01-01,"Food: 4
Service: 4
Atmosphere: 4"
ChZDSUhNMG9nS0VJQ0FnSURabk0ydkxnEAE,Vanessa,5 stars,2023-01-01,"The best Indian food and love the garlic nann bread and fried dumplings 🥟 I highly recommend this place if you want something different. So yummy 😋 Service Dine in Meal type Dinner Price per person $20–30 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes Vegetable Thali, Garlic Naan Parking space Somewhat difficult to find parking Parking options Free parking lot

Service: Dine in
Meal type: Dinner
Price per person: $20–30
Food: 5
Service: 5
Atmosphere: 5
Recommended dishes: Vegetable Thali, Garlic Naan
Parking space: Somewhat difficult to find parking
Parking options: Free parking lot"
